Symbol,Company Name,Sector,PaymentDate,AnnualDividendsPerShare,DividendYield,PayoutRatio
MARK,"Remark Holdings, Inc. - Common Stock",Consumer Discretionary,,,,
MARPS,Marine Petroleum Trust - Units of Beneficial Interest,Energy,12/28/2023,0.3346,7.97%,7.78
MARX,Mars Acquisition Corp. - Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MARX,Mars Acquisition Corp. - Ordinary Shares,Finance,,,,
MARXR,Mars Acquisition Corp. - Rights,Finance,N/A,N/A,N/A,N/A
MARXR,Mars Acquisition Corp. - Rights,Finance,,,,
MARXU,Mars Acquisition Corp. - Unit,Finance,N/A,N/A,N/A,N/A
MARXU,Mars Acquisition Corp. - Unit,Finance,,,,
MASI,Masimo Corporation - Common Stock,Health Care,N/A,N/A,N/A,N/A
MASI,Masimo Corporation - Common Stock,Health Care,,,,
MASS,908 Devices Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
MASS,908 Devices Inc. - Common Stock,Health Care,,,,
MAT,"Mattel, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,83.39
MATH,Metalpha Technology Holding Limited - Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MATH,Metalpha Technology Holding Limited - Ordinary Shares,Finance,,,,
MATW,Matthews International Corporation - Class A Common Stock,Telecommunications,12/11/2023,0.96,2.55%,30.67
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Technology,N/A,N/A,N/A,N/A
MAXN,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",Technology,,,,
MAYS,"J. W. Mays, Inc. - Common Stock",Real Estate,N/A,N/A,N/A,N/A
MAYS,"J. W. Mays, Inc. - Common Stock",Real Estate,,,,
MBCN,Middlefield Banc Corp. - Common Stock,Finance,09/15/2023,0.8,2.35%,15.3
MBIN,Merchants Bancorp - Common Stock,Finance,01/02/2024,0.32,0.76%,8.18
MBINM,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",Finance,01/02/2024,2.0624,8.15%,N/A
MBINN,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,Finance,01/02/2024,1.5,7.55%,N/A
MBINO,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,Finance,01/02/2024,1.5,6.33%,N/A
MBINP,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,Finance,01/02/2024,1.75,7.1%,N/A
MBIO,"Mustang Bio, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MBIO,"Mustang Bio, Inc. - Common Stock",Health Care,,,,
MBLY,Mobileye Global Inc. - Class A Common Stock,Technology,N/A,N/A,N/A,N/A
MBLY,Mobileye Global Inc. - Class A Common Stock,Technology,,,,
MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",Finance,01/02/2024,2,8.51%,N/A
MBOT,Microbot Medical Inc.  - Common Stock,Health Care,N/A,N/A,N/A,N/A
MBOT,Microbot Medical Inc.  - Common Stock,Health Care,,,,
MBRX,"Moleculin Biotech, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MBRX,"Moleculin Biotech, Inc. - Common Stock",Health Care,,,,
MBTC,Nocturne Acquisition Corporation - Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MBTC,Nocturne Acquisition Corporation - Ordinary Shares,Finance,,,,
MBTCR,Nocturne Acquisition Corporation - Right,Finance,N/A,N/A,N/A,N/A
MBTCR,Nocturne Acquisition Corporation - Right,Finance,,,,
MBTCU,Nocturne Acquisition Corporation - Unit,Finance,N/A,N/A,N/A,N/A
MBTCU,Nocturne Acquisition Corporation - Unit,Finance,,,,
MBUU,"Malibu Boats, Inc. - Common Stock",Industrials,N/A,N/A,N/A,N/A
MBUU,"Malibu Boats, Inc. - Common Stock",Industrials,,,,
MBWM,Mercantile Bank Corporation - Common Stock,Finance,12/13/2023,1.36,3.39%,7.73
MCAA,Mountain & Co. I Acquisition Corp. - Class A Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MCAA,Mountain & Co. I Acquisition Corp. - Class A Ordinary Shares,Finance,,,,
MCAAU,Mountain & Co. I Acquisition Corp. - Unit,Finance,N/A,N/A,N/A,N/A
MCAAU,Mountain & Co. I Acquisition Corp. - Unit,Finance,,,,
MCAAW,Mountain & Co. I Acquisition Corp. - Warrant,Finance,N/A,N/A,N/A,N/A
MCAAW,Mountain & Co. I Acquisition Corp. - Warrant,Finance,,,,
MCAC,Monterey Capital Acquisition Corporation - Class A Common Stock,Finance,N/A,N/A,N/A,N/A
MCAC,Monterey Capital Acquisition Corporation - Class A Common Stock,Finance,,,,
MCACR,Monterey Capital Acquisition Corporation - Rights,Finance,N/A,N/A,N/A,N/A
MCACR,Monterey Capital Acquisition Corporation - Rights,Finance,,,,
MCACU,Monterey Capital Acquisition Corporation - Unit,Finance,N/A,N/A,N/A,N/A
MCACU,Monterey Capital Acquisition Corporation - Unit,Finance,,,,
MCACW,Monterey Capital Acquisition Corporation - Warrants,Finance,N/A,N/A,N/A,N/A
MCACW,Monterey Capital Acquisition Corporation - Warrants,Finance,,,,
MCAF,Mountain Crest Acquisition Corp. IV - Common Stock,Finance,N/A,N/A,N/A,N/A
MCAF,Mountain Crest Acquisition Corp. IV - Common Stock,Finance,,,,
MCAFR,Mountain Crest Acquisition Corp. IV - Rights,Finance,N/A,N/A,N/A,N/A
MCAFR,Mountain Crest Acquisition Corp. IV - Rights,Finance,,,,
MCAFU,Mountain Crest Acquisition Corp. IV - Unit,Finance,N/A,N/A,N/A,N/A
MCAFU,Mountain Crest Acquisition Corp. IV - Unit,Finance,,,,
MCAG,Mountain Crest Acquisition Corp. V - Common Stock,Finance,N/A,N/A,N/A,N/A
MCAG,Mountain Crest Acquisition Corp. V - Common Stock,Finance,,,,
MCAGR,Mountain Crest Acquisition Corp. V - Right,Finance,N/A,N/A,N/A,N/A
MCAGR,Mountain Crest Acquisition Corp. V - Right,Finance,,,,
MCAGU,Mountain Crest Acquisition Corp. V - Unit,Finance,N/A,N/A,N/A,N/A
MCAGU,Mountain Crest Acquisition Corp. V - Unit,Finance,,,,
MCBC,Macatawa Bank Corporation - Common Stock,Finance,11/29/2023,0.36,3.17%,8.64
MCBS,"MetroCity Bankshares, Inc. - Common Stock",Finance,11/10/2023,0.72,2.94%,11.67
MCFT,"MasterCraft Boat Holdings, Inc. - Common Stock",Industrials,N/A,N/A,N/A,5.78
MCHP,Microchip Technology Incorporated - Common Stock,Technology,12/06/2023,1.756,1.95%,20.06
MCHX,"Marchex, Inc. - Class B Common Stock",Consumer Discretionary,05/18/2015,N/A,N/A,N/A
MCRB,"Seres Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MCRB,"Seres Therapeutics, Inc. - Common Stock",Health Care,,,,
MCRI,"Monarch Casino & Resort, Inc. - Common Stock",Consumer Discretionary,12/15/2023,1.2,1.76%,15.82
MCVT,"Mill City Ventures III, Ltd. - Common Stock",Finance,N/A,N/A,N/A,N/A
MCVT,"Mill City Ventures III, Ltd. - Common Stock",Finance,,,,
MDAI,"Spectral AI, Inc. - Class A Common Stock",Health Care,N/A,N/A,N/A,N/A
MDAI,"Spectral AI, Inc. - Class A Common Stock",Health Care,,,,
MDAIW,"Spectral AI, Inc. - Warrants",Health Care,N/A,N/A,N/A,N/A
MDAIW,"Spectral AI, Inc. - Warrants",Health Care,,,,
MDB,"MongoDB, Inc. - Class A Common Stock",Technology,N/A,N/A,N/A,N/A
MDB,"MongoDB, Inc. - Class A Common Stock",Technology,,,,
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
MDGS,Medigus Ltd. - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
MDIA,Mediaco Holding Inc. - Class A Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
MDIA,Mediaco Holding Inc. - Class A Common Stock,Consumer Discretionary,,,,
MDJH,MDJM LTD - Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MDJH,MDJM LTD - Ordinary Shares,Finance,,,,
MDLZ,"Mondelez International, Inc. - Class A Common Stock",Consumer Staples,10/13/2023,1.7,2.41%,21.03
MDRR,"Medalist Diversified REIT, Inc. - Common Stock",Real Estate,N/A,N/A,N/A,N/A
MDRRP,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",Real Estate,11/01/2023,4,17%,N/A
MDRX,Veradigm Inc. - common stock,Technology,N/A,N/A,N/A,N/A
MDRX,Veradigm Inc. - common stock,Technology,,,,
MDVL,"MedAvail Holdings, Inc.  - Common Stock",Consumer Staples,N/A,N/A,N/A,N/A
MDVL,"MedAvail Holdings, Inc.  - Common Stock",Consumer Staples,,,,
MDWD,MediWound Ltd. - Ordinary Shares,Health Care,N/A,N/A,N/A,N/A
MDWD,MediWound Ltd. - Ordinary Shares,Health Care,,,,
MDXG,"MiMedx Group, Inc - Common Stock",Health Care,N/A,N/A,N/A,N/A
MDXG,"MiMedx Group, Inc - Common Stock",Health Care,,,,
ME,23andMe Holding Co. - Common Stock,Health Care,N/A,N/A,N/A,N/A
ME,23andMe Holding Co. - Common Stock,Health Care,,,,
MEDP,"Medpace Holdings, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MEDP,"Medpace Holdings, Inc. - Common Stock",Health Care,,,,
MEDS,"TRxADE HEALTH, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MEDS,"TRxADE HEALTH, Inc. - Common Stock",Health Care,,,,
MEGL,Magic Empire Global Limited - Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MEIP,"MEI Pharma, Inc. - Common Stock",Health Care,N/A,N/A,N/A,0.99
MELI,"MercadoLibre, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,81.01
MEOH,Methanex Corporation - Common Stock,Industrials,12/29/2023,0.74,1.54%,19.04
MERC,Mercer International Inc. - Common Stock,Basic Materials,12/28/2023,0.3,3.17%,N/A
MESA,"Mesa Air Group, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
MESA,"Mesa Air Group, Inc. - Common Stock",Consumer Discretionary,,,,
MESO,Mesoblast Limited - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
MESO,Mesoblast Limited - American Depositary Shares,Health Care,,,,
META,"Meta Platforms, Inc. - Class A Common Stock",Technology,N/A,N/A,N/A,N/A
META,"Meta Platforms, Inc. - Class A Common Stock",Technology,,,,
METC,"Ramaco Resources, Inc. - Class A Common Stock",Energy,12/15/2023,0.5,2.99%,11.45
METCB,"Ramaco Resources, Inc. - Class B Common Stock",Energy,12/15/2023,0.9948,7.5%,N/A
METCL,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",Energy,10/31/2023,2.25,8.7%,N/A
MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares,Finance,N/A,N/A,N/A,N/A
MFH,Mercurity Fintech Holding Inc. - American Ordinary Shares,Finance,,,,
MFIC,MidCap Financial Investment Corporation - Closed End Fund,Finance,12/28/2023,1.52,11.14%,10.29
MFIN,Medallion Financial Corp. - Common Stock,Finance,11/30/2023,0.4,4.09%,4.15
MGAM,Mobile Global Esports Inc. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
MGAM,Mobile Global Esports Inc. - Common Stock,Consumer Discretionary,,,,
MGEE,MGE Energy Inc. - Common Stock,Energy,12/15/2023,1.71,2.41%,21.95
MGIC,Magic Software Enterprises Ltd. - Ordinary Shares,Technology,09/13/2023,0.654,6.59%,12.72
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,Consumer Discretionary,N/A,N/A,N/A,N/A
MGIH,Millennium Group International Holdings Limited - Ordinary Shares,Consumer Discretionary,,,,
MGNI,"Magnite, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
MGNI,"Magnite, Inc. - Common Stock",Consumer Discretionary,,,,
MGNX,"MacroGenics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MGNX,"MacroGenics, Inc. - Common Stock",Health Care,,,,
MGOL,MGO Global Inc. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
MGOL,MGO Global Inc. - Common Stock,Consumer Discretionary,,,,
MGPI,"MGP Ingredients, Inc. - Common Stock",Consumer Staples,12/01/2023,0.48,0.49%,22.58
MGRC,McGrath RentCorp - Common Stock,Consumer Discretionary,10/31/2023,1.86,1.59%,15.76
MGRM,Monogram Orthopaedics Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
MGRM,Monogram Orthopaedics Inc. - Common Stock,Health Care,,,,
MGRX,"Mangoceuticals, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
MGRX,"Mangoceuticals, Inc. - Common Stock",Technology,,,,
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Health Care,N/A,N/A,N/A,N/A
MGTX,MeiraGTx Holdings plc - Ordinary Shares,Health Care,,,,
MGYR,"Magyar Bancorp, Inc. - Common Stock",Finance,11/24/2023,0.16,1.42%,9.36
MHLD,"Maiden Holdings, Ltd. - Common Stock",Finance,10/15/2018,N/A,N/A,9.76
MHUA,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",Health Care,N/A,N/A,N/A,N/A
MHUA,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",Health Care,,,,
MICS,"The Singing Machine Company, Inc. - Common Stock",Consumer Staples,N/A,N/A,N/A,N/A
MICS,"The Singing Machine Company, Inc. - Common Stock",Consumer Staples,,,,
MIDD,The Middleby Corporation - Common Stock,Industrials,N/A,N/A,N/A,17.54
MIGI,Mawson Infrastructure Group Inc. - Common Stock,Finance,N/A,N/A,N/A,N/A
MIGI,Mawson Infrastructure Group Inc. - Common Stock,Finance,,,,
MIND,"MIND Technology, Inc. - Common Stock",Industrials,N/A,N/A,N/A,N/A
MIND,"MIND Technology, Inc. - Common Stock",Industrials,,,,
MINDP,"MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",Industrials,10/31/2023,2.25,23.56%,N/A
MINM,"Minim, Inc. - Common Stock",Utilities,N/A,N/A,N/A,N/A
MINM,"Minim, Inc. - Common Stock",Utilities,,,,
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MIRA,"MIRA Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",Health Care,N/A,N/A,N/A,N/A
MIRM,"Mirum Pharmaceuticals, Inc. - common stock",Health Care,,,,
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Health Care,N/A,N/A,N/A,N/A
MIST,Milestone Pharmaceuticals Inc. - Common Shares,Health Care,,,,
MITA,Coliseum Acquisition Corp. - Class A Ordinary Share,Finance,N/A,N/A,N/A,N/A
MITA,Coliseum Acquisition Corp. - Class A Ordinary Share,Finance,,,,
MITAU,Coliseum Acquisition Corp. - Unit,Finance,N/A,N/A,N/A,N/A
MITAU,Coliseum Acquisition Corp. - Unit,Finance,,,,
MITAW,Coliseum Acquisition Corp. - Warrant,Finance,N/A,N/A,N/A,N/A
MITAW,Coliseum Acquisition Corp. - Warrant,Finance,,,,
MITK,"Mitek Systems, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
MITK,"Mitek Systems, Inc. - Common Stock",Technology,,,,
MKSI,"MKS Instruments, Inc. - Common Stock",Industrials,12/08/2023,0.88,0.89%,N/A
MKTW,"MarketWise, Inc. - Class A Common Stock",Technology,01/25/2024,0.04,1.3%,N/A
MKTX,"MarketAxess Holdings, Inc. - Common Stock",Finance,11/22/2023,2.88,1.01%,43.26
MLAB,"Mesa Laboratories, Inc. - Common Stock",Industrials,12/15/2023,0.64,0.61%,N/A
MLCO,Melco Resorts & Entertainment Limited - American Depositary Shares ,Consumer Discretionary,03/12/2020,N/A,N/A,N/A
MLEC,Moolec Science SA - Ordinary shares,Finance,N/A,N/A,N/A,N/A
MLEC,Moolec Science SA - Ordinary shares,Finance,,,,
MLECW,Moolec Science SA - Warrant,Finance,N/A,N/A,N/A,N/A
MLECW,Moolec Science SA - Warrant,Finance,,,,
MLGO,"MicroAlgo, Inc. - Ordinary Shares",Technology,N/A,N/A,N/A,N/A
MLGO,"MicroAlgo, Inc. - Ordinary Shares",Technology,,,,
MLKN,"MillerKnoll, Inc. - Common Stock",Consumer Discretionary,01/15/2024,0.75,2.67%,41.88
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,Health Care,N/A,N/A,N/A,N/A
MLTX,MoonLake Immunotherapeutics - Class A Ordinary Shares,Health Care,,,,
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MLYS,"Mineralys Therapeutics, Inc. - Common Stock",Health Care,,,,
MMAT,Meta Materials Inc. - Common Stock,Technology,N/A,N/A,N/A,N/A
MMAT,Meta Materials Inc. - Common Stock,Technology,,,,
MMLP,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,Energy,11/14/2023,0.02,0.78%,N/A
MMSI,"Merit Medical Systems, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MMSI,"Merit Medical Systems, Inc. - Common Stock",Health Care,,,,
MMV,MultiMetaVerse Holdings Limited - Class A Ordinary Share,Finance,N/A,N/A,N/A,N/A
MMV,MultiMetaVerse Holdings Limited - Class A Ordinary Share,Finance,,,,
MMVWW,MultiMetaVerse Holdings Limited - Warrant,Finance,N/A,N/A,N/A,N/A
MMVWW,MultiMetaVerse Holdings Limited - Warrant,Finance,,,,
MMYT,MakeMyTrip Limited - Ordinary Shares,Consumer Discretionary,N/A,N/A,N/A,N/A
MMYT,MakeMyTrip Limited - Ordinary Shares,Consumer Discretionary,,,,
MNDO,MIND C.T.I. Ltd. - Ordinary Shares,Technology,04/06/2023,0.24,12.31%,7.86
MNDY,monday.com Ltd. - Ordinary Shares,Technology,N/A,N/A,N/A,N/A
MNDY,monday.com Ltd. - Ordinary Shares,Technology,,,,
MNKD,MannKind Corporation - Common Stock,Health Care,N/A,N/A,N/A,N/A
MNKD,MannKind Corporation - Common Stock,Health Care,,,,
MNMD,Mind Medicine (MindMed) Inc. - Common Shares,Health Care,N/A,N/A,N/A,N/A
MNMD,Mind Medicine (MindMed) Inc. - Common Shares,Health Care,,,,
MNOV,"MediciNova, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MNOV,"MediciNova, Inc. - Common Stock",Health Care,,,,
MNPR,Monopar Therapeutics Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
MNPR,Monopar Therapeutics Inc. - Common Stock,Health Care,,,,
MNRO,"Monro, Inc.  - Common Stock",Consumer Discretionary,12/19/2023,1.12,3.59%,28.45
MNSB,"MainStreet Bancshares, Inc. - Common Stock",Finance,11/14/2023,0.4,1.62%,6.89
MNSBP,"MainStreet Bancshares, Inc. - Depositary Shares",Finance,12/29/2023,1.875,8.01%,N/A
MNST,Monster Beverage Corporation - Common Stock,Consumer Staples,N/A,N/A,N/A,N/A
MNST,Monster Beverage Corporation - Common Stock,Consumer Staples,,,,
MNTK,"Montauk Renewables, Inc. - Common Stock",Utilities,N/A,N/A,N/A,N/A
MNTK,"Montauk Renewables, Inc. - Common Stock",Utilities,,,,
MNTS,Momentus Inc. - Class A Common Stock,Industrials,N/A,N/A,N/A,N/A
MNTS,Momentus Inc. - Class A Common Stock,Industrials,,,,
MNTSW,Momentus Inc. - Warrant,Industrials,N/A,N/A,N/A,N/A
MNTSW,Momentus Inc. - Warrant,Industrials,,,,
MNTX,"Manitex International, Inc. - common stock",Technology,N/A,N/A,N/A,N/A
MNTX,"Manitex International, Inc. - common stock",Technology,,,,
MOB,Mobilicom Limited - American Depositary Shares,Real Estate,N/A,N/A,N/A,N/A
MOB,Mobilicom Limited - American Depositary Shares,Real Estate,,,,
MOBBW,Mobilicom Limited - Warrants,Real Estate,N/A,N/A,N/A,N/A
MOBBW,Mobilicom Limited - Warrants,Real Estate,,,,
MODD,"Modular Medical, Inc. - common stock",Health Care,N/A,N/A,N/A,N/A
MODD,"Modular Medical, Inc. - common stock",Health Care,,,,
MODV,ModivCare Inc. - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
MODV,ModivCare Inc. - Common Stock,Consumer Discretionary,,,,
MOFG,"MidWestOne Financial Group, Inc. - Common Stock",Finance,12/15/2023,0.97,3.64%,12.35
MOGO,Mogo Inc. - Common Shares,Finance,N/A,N/A,N/A,N/A
MOGO,Mogo Inc. - Common Shares,Finance,,,,
MOMO,Hello Group Inc.  - American Depositary Shares,Technology,N/A,N/A,N/A,4.96
MOND,"Mondee Holdings, Inc. - Class A Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
MOND,"Mondee Holdings, Inc. - Class A Common Stock",Consumer Discretionary,,,,
MOR,MorphoSys AG - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
MOR,MorphoSys AG - American Depositary Shares,Health Care,,,,
MORF,"Morphic Holding, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MORF,"Morphic Holding, Inc. - Common Stock",Health Care,,,,
MORN,"Morningstar, Inc. - Common Stock",Finance,10/31/2023,1.5,0.53%,171.48
MOTS,"Motus GI Holdings, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MOTS,"Motus GI Holdings, Inc. - Common Stock",Health Care,,,,
MOVE,Movano Inc. - Common Stock,Health Care,N/A,N/A,N/A,N/A
MOVE,Movano Inc. - Common Stock,Health Care,,,,
MPAA,"Motorcar Parts of America, Inc. - Common Stock",Consumer Discretionary,N/A,N/A,N/A,N/A
MPAA,"Motorcar Parts of America, Inc. - Common Stock",Consumer Discretionary,,,,
MPB,Mid Penn Bancorp - Common Stock,Finance,11/27/2023,0.8,3.29%,9.69
MPWR,"Monolithic Power Systems, Inc. - Common Stock",Technology,10/13/2023,4,0.64%,67.35
MQ,"Marqeta, Inc. - Class A Common Stock",Technology,N/A,N/A,N/A,N/A
MQ,"Marqeta, Inc. - Class A Common Stock",Technology,,,,
MRAI,"Marpai, Inc. - Class A Common Stock",Health Care,N/A,N/A,N/A,N/A
MRAI,"Marpai, Inc. - Class A Common Stock",Health Care,,,,
MRAM,"Everspin Technologies, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
MRAM,"Everspin Technologies, Inc. - Common Stock",Technology,,,,
MRBK,Meridian Corporation - Common Stock,Finance,11/20/2023,0.5,3.74%,9
MRCC,Monroe Capital Corporation - Closed End Fund,Finance,12/29/2023,1,14.66%,42.63
MREO,Mereo BioPharma Group plc - American Depositary Shares,Health Care,N/A,N/A,N/A,N/A
MREO,Mereo BioPharma Group plc - American Depositary Shares,Health Care,,,,
MRIN,Marin Software Incorporated - Common Stock,Technology,N/A,N/A,N/A,N/A
MRIN,Marin Software Incorporated - Common Stock,Technology,,,,
MRKR,"Marker Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MRKR,"Marker Therapeutics, Inc. - Common Stock",Health Care,,,,
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,Consumer Discretionary,N/A,N/A,N/A,N/A
MRM,MEDIROM Healthcare Technologies Inc. - American Depositary Share,Consumer Discretionary,,,,
MRNA,"Moderna, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MRNA,"Moderna, Inc. - Common Stock",Health Care,,,,
MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MRNS,"Marinus Pharmaceuticals, Inc. - Common Stock",Health Care,,,,
MRSN,"Mersana Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MRSN,"Mersana Therapeutics, Inc. - Common Stock",Health Care,,,,
MRTN,"Marten Transport, Ltd. - Common Stock",Industrials,12/29/2023,0.24,1.17%,20.26
MRTX,"Mirati Therapeutics, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MRTX,"Mirati Therapeutics, Inc. - Common Stock",Health Care,,,,
MRUS,Merus N.V. - Common Shares,Health Care,N/A,N/A,N/A,N/A
MRUS,Merus N.V. - Common Shares,Health Care,,,,
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Health Care,N/A,N/A,N/A,N/A
MRVI,"Maravai LifeSciences Holdings, Inc. - Class A common stock",Health Care,,,,
MRVL,"Marvell Technology, Inc. - Common Stock",Technology,10/25/2023,0.24,0.4%,N/A
MSBI,"Midland States Bancorp, Inc. - Common Stock",Finance,11/24/2023,1.2,4.35%,7.45
MSBIP,"Midland States Bancorp, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Finance,01/02/2024,1.9376,7.83%,N/A
MSEX,Middlesex Water Company - Common Stock,Utilities,12/01/2023,1.3,1.92%,37.4
MSFT,Microsoft Corporation - Common Stock,Technology,12/14/2023,3,0.8%,36.18
MSGM,Motorsport Games Inc. - Class A Common Stock,Technology,N/A,N/A,N/A,N/A
MSGM,Motorsport Games Inc. - Class A Common Stock,Technology,,,,
MSSA,Metal Sky Star Acquisition Corporation - Ordinary shares,Finance,N/A,N/A,N/A,N/A
MSSA,Metal Sky Star Acquisition Corporation - Ordinary shares,Finance,,,,
MSSAR,Metal Sky Star Acquisition Corporation - Right,Finance,N/A,N/A,N/A,N/A
MSSAR,Metal Sky Star Acquisition Corporation - Right,Finance,,,,
MSSAU,Metal Sky Star Acquisition Corporation - Unit,Finance,N/A,N/A,N/A,N/A
MSSAU,Metal Sky Star Acquisition Corporation - Unit,Finance,,,,
MSSAW,Metal Sky Star Acquisition Corporation - Warrant,Finance,N/A,N/A,N/A,N/A
MSSAW,Metal Sky Star Acquisition Corporation - Warrant,Finance,,,,
MSTR,MicroStrategy Incorporated - Class A Common Stock,Technology,N/A,N/A,N/A,N/A
MSTR,MicroStrategy Incorporated - Class A Common Stock,Technology,,,,
MTC,"MMTec, Inc. - Common Shares",Technology,N/A,N/A,N/A,N/A
MTC,"MMTec, Inc. - Common Shares",Technology,,,,
MTCH,"Match Group, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
MTCH,"Match Group, Inc. - Common Stock",Technology,,,,
MTEM,"Molecular Templates, Inc. - Common Stock",Health Care,N/A,N/A,N/A,N/A
MTEM,"Molecular Templates, Inc. - Common Stock",Health Care,,,,
MTEX,"Mannatech, Incorporated - Common Stock",Health Care,06/29/2023,0.8,10.57%,N/A
MTLS,Materialise NV - American Depositary Shares,Technology,N/A,N/A,N/A,N/A
MTLS,Materialise NV - American Depositary Shares,Technology,,,,
MTRX,Matrix Service Company - Common Stock,Consumer Discretionary,N/A,N/A,N/A,N/A
MTRX,Matrix Service Company - Common Stock,Consumer Discretionary,,,,
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",Technology,,,,
MTTR,"Matterport, Inc. - Class A Common Stock",Technology,N/A,N/A,N/A,N/A
MTTR,"Matterport, Inc. - Class A Common Stock",Technology,,,,
MU,"Micron Technology, Inc. - Common Stock",Technology,10/25/2023,0.46,0.54%,N/A
MULN,"Mullen Automotive, Inc. - Common Stock",Technology,N/A,N/A,N/A,N/A
MULN,"Mullen Automotive, Inc. - Common Stock",Technology,,,,
MVBF,MVB Financial Corp. - Common Stock,Finance,12/15/2023,0.68,3%,10.03
