Symbol,Company Name,Sector
ICLK,iClick Interactive Asia Group Limited - American Depositary Shares,Technology
ICLN,iShares Global Clean Energy ETF,
ICLR,ICON plc - Ordinary Shares,Health Care
ICMB,"Investcorp Credit Management BDC, Inc. - Common Stock",Finance
ICOP,iShares Copper and Metals Mining ETF,
ICU,SeaStar Medical Holding Corporation - Common Stock,Health Care
ICUCW,SeaStar Medical Holding Corporation - Warrant,Health Care
ICUI,"ICU Medical, Inc. - Common Stock",Health Care
ICVX,"Icosavax, Inc. - Common Stock",Health Care
IDAI,T Stamp Inc. - Class A Common Stock,Technology
IDCC,"InterDigital, Inc. - Common Stock",Miscellaneous
IDEX,"Ideanomics, Inc. - Common Stock",Consumer Discretionary
IDN,"Intellicheck, Inc. - Common Stock",Technology
IDXX,"IDEXX Laboratories, Inc. - Common Stock",Health Care
IDYA,"IDEAYA Biosciences, Inc. - Common Stock",Health Care
IEF,iShares 7-10 Year Treasury Bond ETF,
IEI,iShares 3-7 Year Treasury Bond ETF,
IEP,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,Consumer Discretionary
IESC,"IES Holdings, Inc. - Common Stock",Industrials
IEUS,iShares MSCI Europe Small-Cap ETF,
IFBD,"Infobird Co., Ltd - Ordinary Shares",Technology
IFGL,iShares International Developed Real Estate ETF,
IFRX,InflaRx N.V. - Common Stock,Health Care
IFV,First Trust Dorsey Wright International Focus 5 ETF,
IGF,iShares Global Infrastructure ETF,
IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,
IGIC,International General Insurance Holdings Ltd. - Ordinary Shares,
IGMS,"IGM Biosciences, Inc. - Common Stock",Health Care
IGOV,iShares International Treasury Bond ETF,
IGSB,iShares 1-5 Year Investment Grade Corporate Bond ETF,
IGTA,Inception Growth Acquisition Limited - Common Stock,Finance
IGTAR,Inception Growth Acquisition Limited - Rights,Finance
IGTAU,Inception Growth Acquisition Limited - Units,Finance
IGTAW,Inception Growth Acquisition Limited - Warrants,Finance
IHRT,"iHeartMedia, Inc. - Class A Common Stock",Consumer Discretionary
IHYF,Invesco High Yield Bond Factor ETF,
III,"Information Services Group, Inc. - Common Stock",Consumer Discretionary
IIIV,"i3 Verticals, Inc. - Common Stock",Technology
IINN,Inspira Technologies Oxy B.H.N. Ltd. - Ordinary Shares,Health Care
IINNW,Inspira Technologies Oxy B.H.N. Ltd. - Warrant,Health Care
IJT,iShares S&P SmallCap 600 Growth ETF,
IKNA,"Ikena Oncology, Inc. - Common Stock",Health Care
IKT,"Inhibikase Therapeutics, Inc. - Common Stock",Health Care
ILAG,Intelligent Living Application Group Inc. - Ordinary Shares,Consumer Discretionary
ILIT,iShares Lithium Miners and Producers ETF,
ILMN,"Illumina, Inc. - Common Stock",Health Care
ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,Real Estate
IMAB,I-MAB - American Depositary Shares,Health Care
IMACW,"IMAC Holdings, Inc. - Warrant",Health Care
IMAQ,International Media Acquisition Corp. - Class A Common Stock,Consumer Discretionary
IMAQR,International Media Acquisition Corp. - Rights,Consumer Discretionary
IMAQU,International Media Acquisition Corp. - Unit,Consumer Discretionary
IMAQW,International Media Acquisition Corp. - Warrants,Consumer Discretionary
IMCC,IM Cannabis Corp. - Common Shares,Health Care
IMCR,Immunocore Holdings plc - American Depositary Shares,Health Care
IMCV,iShares Morningstar Mid-Cap Value ETF,
IMGN,"ImmunoGen, Inc. - Common Stock",Health Care
IMKTA,"Ingles Markets, Incorporated - Class A Common Stock",Consumer Staples
IMMP,Immutep Limited - American Depositary Shares,Health Care
IMMR,Immersion Corporation - Common Stock,Technology
IMMX,"Immix Biopharma, Inc. - Common Stock",Health Care
IMNM,"Immunome, Inc. - Common Stock",Health Care
IMNN,"Imunon, Inc. - Common Stock",Health Care
IMOM,Alpha Architect International Quantitative Momentum ETF,
IMOS,ChipMOS TECHNOLOGIES INC. - American Depositary Shares,Technology
IMPP,Imperial Petroleum Inc. - Common Shares,Consumer Discretionary
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Consumer Discretionary
IMRN,Immuron Limited - American Depositary Shares,Health Care
IMRX,Immuneering Corporation - Class A Common Stock,Health Care
IMTE,Integrated Media Technology Limited - Ordinary Shares,Consumer Staples
IMTX,Immatics N.V. - Ordinary Shares,Health Care
IMTXW,Immatics N.V. - Warrants,Health Care
IMUX,"Immunic, Inc.  - Common Stock",Health Care
IMVT,"Immunovant, Inc.  - Common Stock",Health Care
IMXI,"International Money Express, Inc. - Common Stock",Consumer Discretionary
INAB,"IN8bio, Inc. - Common Stock",Health Care
INAQ,Insight Acquisition Corp. - Class A Common Stock,Finance
INAQU,Insight Acquisition Corp. - Unit,Finance
INAQW,Insight Acquisition Corp. - Warrant,Finance
INBK,First Internet Bancorp - Common Stock,Finance
INBKZ,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,Finance
INBS,Intelligent Bio Solutions Inc.  - Common Stock,Health Care
INBX,"Inhibrx, Inc. - Common Stock",Health Care
INCR,Intercure Ltd. - ordinary shares,Health Care
INCY,Incyte Corporation - Common Stock,Health Care
INDB,Independent Bank Corp. - Common Stock,Finance
INDI,"indie Semiconductor, Inc. - Class A Common Stock",Technology
INDP,"Indaptus Therapeutics, Inc. - Common Stock",Health Care
INDV,Indivior PLC - Ordinary Shares,Health Care
INDY,iShares India 50 ETF,
INFN,Infinera Corporation - Common Stock,Utilities
INFR,ClearBridge Sustainable Infrastructure ETF,
INGN,"Inogen, Inc - Common Stock",Health Care
INHD,Inno Holdings Inc. - Common Stock,
INKT,"MiNK Therapeutics, Inc. - Common Stock",Health Care
INM,InMed Pharmaceuticals Inc. - Common Shares,Health Care
INMB,INmune Bio Inc. - Common stock,Health Care
INMD,InMode Ltd.  - Ordinary Shares,Health Care
INNV,InnovAge Holding Corp. - Common Stock,Health Care
INO,"Inovio Pharmaceuticals, Inc. - Common Stock",Health Care
INOD,Innodata Inc. - Common Stock,Technology
INPX,Inpixon  - Common Stock,Technology
INSE,"Inspired Entertainment, Inc. - Common Stock",Technology
INSG,Inseego Corp. - Common Stock,Telecommunications
INSM,Insmed Incorporated - Common Stock,Health Care
INTA,"Intapp, Inc. - Common Stock",Technology
INTC,Intel Corporation - Common Stock,Technology
INTE,Integral Acquisition Corporation 1 - Class A Common Stock,Finance
INTEU,Integral Acquisition Corporation 1 - Unit,Finance
INTEW,Integral Acquisition Corporation 1 - Warrant,Finance
INTG,The Intergroup Corporation - Common Stock,Consumer Discretionary
INTR,Inter & Co. Inc. - Class A Common Shares,
INTS,"Intensity Therapeutics, Inc. - Common Stock",Health Care
INTU,Intuit Inc. - Common Stock,Technology
INTZ,Intrusion Inc. - Common Stock,Telecommunications
INVA,"Innoviva, Inc. - Common Stock",Health Care
INVE,"Identiv, Inc. - Common Stock",Technology
INVO,"INVO BioScience, Inc. - Common Stock",Health Care
INVZ,Innoviz Technologies Ltd. - Ordinary shares,Consumer Discretionary
INVZW,Innoviz Technologies Ltd. - Warrant,Consumer Discretionary
INZY,"Inozyme Pharma, Inc. - Common Stock",Health Care
IOAC,Innovative International Acquisition Corp. - Class A Ordinary Shares,Finance
IOACU,Innovative International Acquisition Corp. - Unit,Finance
IOACW,Innovative International Acquisition Corp. - Warrants,Finance
IOBT,"IO Biotech, Inc. - Common Stock",Health Care
IONM,Assure Holdings Corp. - Common Stock,Health Care
IONR,ioneer Ltd - American Depositary Shares,
IONS,"Ionis Pharmaceuticals, Inc. - Common Stock",Health Care
IOSP,Innospec Inc. - Common Stock,Industrials
IOVA,"Iovance Biotherapeutics, Inc. - Common Stock",Health Care
IPA,ImmunoPrecise Antibodies Ltd. - Common Stock,Health Care
IPAR,"Inter Parfums, Inc. - Common Stock",Consumer Discretionary
IPDN,"Professional Diversity Network, Inc. - Common Stock",Technology
IPGP,IPG Photonics Corporation - Common Stock,Technology
IPHA,Innate Pharma S.A. - American Depositary Shares,Health Care
IPKW,Invesco International BuyBack Achievers ETF,
IPSC,"Century Therapeutics, Inc. - Common Stock",Health Care
IPW,iPower Inc. - Common Stock,Consumer Discretionary
IPWR,Ideal Power Inc. - Common Stock,Industrials
IPX,IperionX Limited - American Depositary Share,Consumer Discretionary
IPXX,Inflection Point Acquisition Corp. II - Class A Ordinary Shares,Finance
IPXXU,Inflection Point Acquisition Corp. II - Unit,Finance
IPXXW,Inflection Point Acquisition Corp. II - Warrant,Finance
IQ,"iQIYI, Inc. - American Depositary Shares",Consumer Discretionary
IRAA,Iris Acquisition Corp - Class A Common Stock,Finance
IRAAU,Iris Acquisition Corp - Units,Finance
IRAAW,Iris Acquisition Corp - Warrant,Finance
IRBT,iRobot Corporation - Common Stock,Consumer Discretionary
IRDM,Iridium Communications Inc - Common Stock,Telecommunications
IREN,Iris Energy Limited - Ordinary Shares,Technology
IRIX,IRIDEX Corporation - Common Stock,Health Care
IRMD,iRadimed Corporation - Common Stock,Health Care
IRON,"Disc Medicine, Inc. - Common Stock",Health Care
IROQ,"IF Bancorp, Inc. - Common Stock",Finance
IRTC,"iRhythm Technologies, Inc. - Common Stock",Health Care
IRWD,"Ironwood Pharmaceuticals, Inc. - Class A Common Stock",Health Care
ISHG,iShares 1-3 Year International Treasury Bond ETF,
ISHP,First Trust S-Network E-Commerce ETF,
ISPC,iSpecimen Inc. - Common Stock,Health Care
ISPO,Inspirato Incorporated - Class A Common Stock,Finance
ISPOW,Inspirato Incorporated - Warrant,Finance
ISPR,Ispire Technology Inc. - Common Stock,Health Care
ISRG,"Intuitive Surgical, Inc. - Common Stock",Health Care
ISRL,Israel Acquisitions Corp - Class A Ordinary Shares,Finance
ISRLU,Israel Acquisitions Corp - Unit,Finance
ISRLW,Israel Acquisitions Corp - Warrant,Finance
ISSC,"Innovative Solutions and Support, Inc. - Common Stock",Technology
ISTB,iShares Core 1-5 Year USD Bond ETF,
ISTR,Investar Holding Corporation - Common Stock,Finance
ISUN,"iSun, Inc. - Common Stock",Technology
ITCI,Intra-Cellular Therapies Inc. - Common Stock,Health Care
ITI,"Iteris, Inc. - Common Stock",Telecommunications
ITIC,Investors Title Company - Common Stock,Finance
ITOS,"iTeos Therapeutics, Inc. - Common Stock",Health Care
ITRI,"Itron, Inc. - Common Stock",Industrials
ITRM,Iterum Therapeutics plc - Ordinary Share,Health Care
ITRN,Ituran Location and Control Ltd. - Ordinary Shares,Technology
IUS,Invesco RAFI Strategic US ETF,
IUSB,iShares Core Total USD Bond Market ETF,
IUSG,iShares Core S&P U.S. Growth ETF,
IUSV,iShares Core S&P U.S. Value ETF,
IVA,Inventiva S.A. - American Depository Shares,Health Care
IVAC,"Intevac, Inc. - Common Stock",Technology
IVAL,Alpha Architect International Quantitative Value ETF,
IVCA,Investcorp India Acquisition Corp. - Class A Ordinary Shares,Finance
IVCAU,Investcorp India Acquisition Corp. - Unit,Finance
IVCAW,Investcorp India Acquisition Corp. - Warrant,Finance
IVCB,Investcorp Europe Acquisition Corp I - Class A Ordinary Shares,Finance
IVCBU,Investcorp Europe Acquisition Corp I - Unit,Finance
IVCBW,Investcorp Europe Acquisition Corp I - Warrant,Finance
IVCP,Swiftmerge Acquisition Corp. - Class A Ordinary Share,Finance
IVCPU,Swiftmerge Acquisition Corp. - Unit,Finance
IVCPW,Swiftmerge Acquisition Corp. - Warrants,Finance
IVDA,"Iveda Solutions, Inc. - Common Stock",Technology
IVDAW,"Iveda Solutions, Inc. - Warrant",Technology
IVEG,iShares Emergent Food and AgTech Multisector ETF,
IVP,"Inspire Veterinary Partners, Inc. - Class A Common Stock",Miscellaneous
IVVD,"Invivyd, Inc. - Common Stock",Health Care
IWTR,iShares MSCI Water Management Multisector ETF,
IXAQ,IX Acquisition Corp. - Class A Ordinary Share,Finance
IXAQU,IX Acquisition Corp. - Unit,Finance
IXAQW,IX Acquisition Corp. - Warrant,Finance
IXHL,Incannex Healthcare Inc. - Common Stock,
IXUS,iShares Core MSCI Total International Stock ETF,
IZEA,"IZEA Worldwide, Inc. - Common Stock",Consumer Discretionary
IZM,ICZOOM Group Inc. - Class A Ordinary Shares,Consumer Discretionary
JACK,Jack In The Box Inc. - Common Stock,Consumer Discretionary
JAGX,"Jaguar Health, Inc. - Common Stock",Health Care
JAKK,"JAKKS Pacific, Inc. - Common Stock",Consumer Discretionary
JAMF,Jamf Holding Corp. - Common Stock,Technology
JAN,JanOne Inc. - Common Stock,Consumer Discretionary
JANX,"Janux Therapeutics, Inc. - Common Stock",Health Care
JAQC,Jupiter Acquisition Corporation - Common stock,Finance
JAQCU,Jupiter Acquisition Corporation - Units,Finance
JAQCW,Jupiter Acquisition Corporation - Warrants,Finance
JAZZ,Jazz Pharmaceuticals plc - Ordinary Shares,Health Care
JBHT,"J.B. Hunt Transport Services, Inc. - Common Stock",Industrials
JBLU,JetBlue Airways Corporation - Common Stock,Consumer Discretionary
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",Consumer Staples
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,Consumer Discretionary
JCTCF,Jewett-Cameron Trading Company - Common Shares,Consumer Discretionary
JD,"JD.com, Inc. - American Depositary Shares",Consumer Discretionary
JDOC,JPMorgan Healthcare Leaders ETF,
JEPQ,JPMorgan Nasdaq Equity Premium Income ETF,
JEWL,Adamas One Corp. - Common Stock,Consumer Discretionary
JFBR,Jeffs' Brands Ltd - Ordinary Shares,Consumer Discretionary
JFBRW,Jeffs' Brands Ltd - Warrant,Consumer Discretionary
JFIN,Jiayin Group Inc. - American Depositary Shares,Finance
JFU,9F Inc. - American Depositary Shares,Finance
JG,Aurora Mobile Limited - American Depositary Shares,Technology
JGLO,JPMorgan Global Select Equity ETF,
JIVE,JPMorgan International Value ETF,
JJSF,J & J Snack Foods Corp. - Common Stock,Consumer Staples
JKHY,"Jack Henry & Associates, Inc. - Common Stock",Technology
JMSB,"John Marshall Bancorp, Inc. - Common Stock",Finance
JNVR,Janover Inc. - Common Stock,Finance
JOAN,"JOANN, Inc. - common stock",Consumer Discretionary
JOUT,Johnson Outdoors Inc. - Class A Common Stock,Consumer Discretionary
JPEF,JPMorgan Equity Focus ETF,
JRSH,"Jerash Holdings (US), Inc. - Common Stock",Consumer Discretionary
JRVR,"James River Group Holdings, Ltd. - Common Shares",Finance
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",Finance
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,
JSML,Janus Henderson Small Cap Growth Alpha ETF,
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",Health Care
JSPRW,"Jasper Therapeutics, Inc. - Warrant",Health Care
JTAI,Jet.AI Inc. - Common Stock,Finance
JTAIW,Jet.AI Inc. - Warrant,Finance
JTAIZ,Jet.AI Inc. - Merger Consideration Warrants,
JTEK,JPMorgan U.S. Tech Leaders ETF,
JVA,"Coffee Holding Co., Inc. - Common Stock",Consumer Staples
JWEL,Jowell Global Ltd. - Ordinary Shares,Consumer Discretionary
JXJT,JX Luxventure Limited - Common Stock,Consumer Staples
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,Consumer Discretionary
JYNT,The Joint Corp. - Common Stock,Miscellaneous
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,Real Estate
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",Consumer Discretionary
KA,"Kineta, Inc. - Common Stock",Health Care
KACL,Kairous Acquisition Corp. Limited - Ordinary Shares,
KACLR,Kairous Acquisition Corp. Limited - Rights,
KACLU,Kairous Acquisition Corp. Limited - Unit,
KACLW,Kairous Acquisition Corp. Limited - Warrants,
KALA,"KALA BIO, Inc. - Common Stock",Health Care
KALU,Kaiser Aluminum Corporation - Common Stock,Industrials
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",Health Care
KARO,Karooooo Ltd. - Ordinary shares,Technology
KAVL,"Kaival Brands Innovations Group, Inc. - Common Stock",Health Care
KBWB,Invesco KBW Bank ETF,
KBWD,Invesco KBW High Dividend Yield Financial ETF,
KBWP,Invesco KBW Property & Casualty Insurance ETF,
KBWR,Invesco KBW Regional Banking ETF,
KBWY,Invesco KBW Premium Yield Equity REIT ETF,
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,Technology
KDP,Keurig Dr Pepper Inc. - Common Stock,Consumer Staples
KE,"Kimball Electronics, Inc. - Common Stock",
KELYA,"Kelly Services, Inc. - Class A Common Stock",Consumer Discretionary
KELYB,"Kelly Services, Inc. - Class B Common Stock",Consumer Discretionary
KEQU,Kewaunee Scientific Corporation - Common Stock,Industrials
KERN,Akerna Corp. - Common Stock,Technology
KERNW,Akerna Corp. - Warrant,Technology
KFFB,Kentucky First Federal Bancorp - Common Stock,Finance
KFRC,"Kforce, Inc. - Common Stock",Consumer Discretionary
KGEI,Kolibri Global Energy Inc. - Common stock,Energy
KHC,The Kraft Heinz Company - Common Stock,Consumer Staples
KIDS,OrthoPediatrics Corp. - Common Stock,Health Care
KINS,"Kingstone Companies, Inc - Common Stock",Finance
KIRK,"Kirkland's, Inc. - Common Stock",Consumer Discretionary
KITT,"Nauticus Robotics, Inc. - Common stock",Industrials
KITTW,"Nauticus Robotics, Inc. - Warrant",Industrials
KLAC,KLA Corporation  - Common Stock,Technology
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",Technology
KLTR,"Kaltura, Inc. - Common Stock",Technology
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",Energy
KMDA,Kamada Ltd. - Ordinary Shares,Health Care
KNDI,"Kandi Technologies Group, Inc. - Common Stock",Consumer Discretionary
KNGZ,First Trust S&P 500 Diversified Dividend Aristocrats ETF,
KNSA,"Kiniksa Pharmaceuticals, Ltd. - Class A Common Stock",Health Care
KNTE,Kinnate Biopharma Inc. - Common Stock,Health Care
KOD,Kodiak Sciences Inc - Common Stock,Health Care
KOPN,Kopin Corporation - Common Stock,Technology
KOSS,Koss Corporation - Common Stock,Consumer Staples
KPLT,"Katapult Holdings, Inc. - Common Stock",Consumer Discretionary
KPLTW,"Katapult Holdings, Inc. - Warrant",Consumer Discretionary
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",Health Care
KPTI,Karyopharm Therapeutics Inc. - Common Stock,Health Care
KRKR,36Kr Holdings Inc. - American Depositary Shares,Consumer Discretionary
KRMA,Global X Conscious Companies ETF,
KRMD,"KORU Medical Systems, Inc. - Common Stock",Health Care
KRNL,"Kernel Group Holdings, Inc. - Class A Ordinary Shares",Finance
KRNLU,"Kernel Group Holdings, Inc. - Units",Finance
KRNLW,"Kernel Group Holdings, Inc. - Warrants",Finance
KRNT,Kornit Digital Ltd. - Ordinary Shares,Industrials
KRNY,Kearny Financial - Common Stock,Finance
KRON,"Kronos Bio, Inc. - Common Stock",Health Care
KROP,Global X AgTech & Food Innovation ETF,
KROS,"Keros Therapeutics, Inc. - common stock",Health Care
KRRO,"Korro Bio, Inc. - Common Stock",Health Care
KRT,Karat Packaging Inc. - Common Stock,Industrials
KRTX,"Karuna Therapeutics, Inc. - Common Stock",Health Care
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",Consumer Discretionary
KRYS,"Krystal Biotech, Inc. - Common Stock",Health Care
KSCP,"Knightscope, Inc. - Class A Common Stock",Telecommunications
KTCC,Key Tronic Corporation - Common Stock,Technology
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",Industrials
KTRA,"Kintara Therapeutics, Inc. - Common Stock",Health Care
KTTA,Pasithea Therapeutics Corp. - Common Stock,Health Care
KTTAW,Pasithea Therapeutics Corp. - Warrant,Health Care
KURA,"Kura Oncology, Inc. - Common Stock",Health Care
KVAC,Keen Vision Acquisition Corporation - Ordinary Shares,
KVACU,Keen Vision Acquisition Corporation - Units,
KVACW,Keen Vision Acquisition Corporation - Warrant,
KVHI,"KVH Industries, Inc. - Common Stock",Technology
KWE,"KWESST Micro Systems Inc. - common stock, no R/S concurrent with offering",
KWESW,KWESST Micro Systems Inc. - warrant,Technology
KXIN,Kaixin Auto Holdings - Ordinary Shares,Consumer Discretionary
KYCH,Keyarch Acquisition Corporation - Ordinary Shares,Finance
KYCHR,Keyarch Acquisition Corporation - Rights,Finance
KYCHU,Keyarch Acquisition Corporation - Unit,Finance
KYCHW,Keyarch Acquisition Corporation - Warrant,Finance
KYMR,"Kymera Therapeutics, Inc. - Common Stock",Health Care
KZIA,Kazia Therapeutics Limited - American Depositary Shares,Health Care
KZR,"Kezar Life Sciences, Inc. - Common Stock",Health Care
LAB,Standard BioTools Inc. - Common Stock,Industrials
LABP,"Landos Biopharma, Inc. - Common Stock",Health Care
LAES,SEALSQ Corp - Ordinary Shares,Technology
LAKE,"Lakeland Industries, Inc. - Common Stock",Health Care
LAMR,Lamar Advertising Company - Class A Common Stock,Real Estate
LANC,Lancaster Colony Corporation - Common Stock,Consumer Staples
LAND,Gladstone Land Corporation - Common Stock,Real Estate
LANDM,Gladstone Land Corporation - 5.00% Series D Cumulative Term Preferred Stock,Real Estate
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,Real Estate
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,Real Estate
LARK,Landmark Bancorp Inc. - Common Stock,Finance
LASE,Laser Photonics Corporation - Common Stock,Industrials
LASR,"nLIGHT, Inc. - Common Stock",Technology
LATG,Chenghe Acquisition I Co. - Class A Ordinary Shares,Finance
LATGU,Chenghe Acquisition I Co. - Units,Finance
LAUR,"Laureate Education, Inc. - Common Stock",Real Estate
LAZR,"Luminar Technologies, Inc.  - Class A Common Stock",Consumer Discretionary
LAZY,"Lazydays Holdings, Inc. - Common Stock",Consumer Discretionary
LBAI,"Lakeland Bancorp, Inc. - Common Stock",Finance
LBBB,Lakeshore Acquisition II Corp. - Ordinary Shares,Finance
LBBBR,Lakeshore Acquisition II Corp. - Rights,Finance
LBBBU,Lakeshore Acquisition II Corp. - Unit,Finance
LBBBW,Lakeshore Acquisition II Corp. - Warrants,Finance
LBC,Luther Burbank Corporation - Common Stock,Finance
LBPH,"Longboard Pharmaceuticals, Inc. - Common Stock",Health Care
LBRDA,Liberty Broadband Corporation - Class A Common Stock,Telecommunications
LBRDK,Liberty Broadband Corporation - Class C Common Stock,Telecommunications
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,Telecommunications
LBTYA,Liberty Global Ltd. - Class A Common Shares,Telecommunications
LBTYB,Liberty Global Ltd. - Class B Common Shares,Telecommunications
LBTYK,Liberty Global Ltd. - Class C Common Shares,Telecommunications
LCA,"Landcadia Holdings IV, Inc. - Class A Common Stock",Finance
LCAA,L Catterton Asia Acquisition Corp - Class A Ordinary Shares,Finance
LCAAU,L Catterton Asia Acquisition Corp - Units,Finance
LCAAW,L Catterton Asia Acquisition Corp - Warrant,Finance
LCAHU,"Landcadia Holdings IV, Inc. - Units",Finance
LCAHW,"Landcadia Holdings IV, Inc. - Warrant",Finance
LCFY,Locafy Limited - Ordinary Share,
LCFYW,Locafy Limited - Warrant,
LCID,"Lucid Group, Inc. - Common Stock",Consumer Discretionary
LCNB,LCNB Corporation - Common Stock,Finance
LCUT,"Lifetime Brands, Inc. - Common Stock",Consumer Discretionary
LDEM,iShares ESG MSCI EM Leaders ETF,
LDSF,First Trust Low Duration Strategic Focus ETF,
LDWY,"Lendway, Inc. - Common Stock",Consumer Discretionary
LE,"Lands' End, Inc. - Common Stock",
LECO,"Lincoln Electric Holdings, Inc. - Common Shares",Industrials
LEDS,SemiLEDS Corporation - Common Stock,Technology
LEE,"Lee Enterprises, Incorporated - Common Stock",Consumer Discretionary
LEGH,Legacy Housing Corporation - Common Stock,Consumer Discretionary
LEGN,Legend Biotech Corporation - American Depositary Shares,Health Care
LEGR,First Trust Indxx Innovative Transaction & Process ETF,
LESL,"Leslie's, Inc. - Common Stock",Miscellaneous
LEXX,Lexaria Bioscience Corp. - Common Stock,Health Care
LEXXW,Lexaria Bioscience Corp. - Warrant,Health Care
LFCR,"Lifecore Biomedical, Inc. - Common Stock",Health Care
LFLY,"Leafly Holdings, Inc. - Common Stock",Technology
LFLYW,"Leafly Holdings, Inc. - Warrant",Technology
LFMD,"LifeMD, Inc. - Common Stock",Health Care
LFMDP,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",Health Care
LFST,"LifeStance Health Group, Inc. - Common Stock",Health Care
LFUS,"Littelfuse, Inc. - Common Stock",Energy
LFVN,Lifevantage Corporation - Common Stock,Health Care
LGHL,Lion Group Holding Ltd. - American Depositary Share,Finance
LGHLW,Lion Group Holding Ltd. - Warrant,Finance
LGIH,"LGI Homes, Inc. - Common Stock",Consumer Discretionary
LGMK,"LogicMark, Inc. - Common Stock",Health Care
LGND,Ligand Pharmaceuticals Incorporated - Common Stock,Health Care
LGO,Largo Inc. - Common Shares,
LGRO,Level Four Large Cap Growth Active ETF,
LGST,Semper Paratus Acquisition Corporation - Class A Ordinary Shares,Finance
LGSTU,Semper Paratus Acquisition Corporation - Unit,Finance
LGSTW,Semper Paratus Acquisition Corporation - Warrant,Finance
LGVC,LAMF Global Ventures Corp. I - Class A Ordinary Shares,
LGVCU,LAMF Global Ventures Corp. I - Unit,
LGVCW,LAMF Global Ventures Corp. I - Warrant,
LGVN,Longeveron Inc. - common stock,Health Care
LI,Li Auto Inc. - American Depositary Shares,Consumer Discretionary
LIAN,LianBio - American Depositary Shares,Health Care
LIBY,Liberty Resources Acquisition Corp. - Class A Common Stock,Finance
LIBYU,Liberty Resources Acquisition Corp. - Unit,Finance
LIBYW,Liberty Resources Acquisition Corp. - Warrant,Finance
LICN,Lichen China Limited - Class A Ordinary Shares,
LIDR,"AEye, Inc. - Class A Common Stock",Consumer Discretionary
LIDRW,"AEye, Inc. - Warrant",Consumer Discretionary
LIFE,"aTyr Pharma, Inc. - Common Stock",Health Care
LIFW,"MSP Recovery, Inc. - Class A Common Stock",Technology
LIFWW,"MSP Recovery, Inc. - Warrant",Technology
LIFWZ,"MSP Recovery, Inc. - Warrant",Technology
LILA,Liberty Latin America Ltd. - Class A Common Stock,Telecommunications
LILAK,Liberty Latin America Ltd. - Class C Common Stock,Telecommunications
LILM,Lilium N.V. - Class A Ordinary Shares,Industrials
LILMW,Lilium N.V. - Warrants,Industrials
LIN,Linde plc - Ordinary Shares,Industrials
LINC,Lincoln Educational Services Corporation - Common Stock,Consumer Discretionary
LIND,Lindblad Expeditions Holdings Inc.  - Common Stock,Consumer Discretionary
LINK,"Interlink Electronics, Inc. - Common Stock",Technology
LIPO,Lipella Pharmaceuticals Inc. - Common Stock,Health Care
LIQT,"LiqTech International, Inc. - Common Stock",Technology
LITE,Lumentum Holdings Inc. - Common Stock,Telecommunications
LITM,Snow Lake Resources Ltd. - Common Shares,Basic Materials
LITP,Sprott Lithium Miners ETF,
LIVE,Live Ventures Incorporated - Common Stock,Consumer Discretionary
LIVN,LivaNova PLC - Ordinary Shares,Health Care
LIXT,"Lixte Biotechnology Holdings, Inc. - Common Stock",Health Care
LIXTW,"Lixte Biotechnology Holdings, Inc. - Warrants",Health Care
LIZI,LIZHI INC. - American Depositary Shares,Technology
LKCO,Luokung Technology Corp - Ordinary Shares,Technology
LKFN,Lakeland Financial Corporation - Common Stock,Finance
LKQ,LKQ Corporation - Common Stock,Consumer Discretionary
LLYVA,Liberty Media Corporation - Series A Liberty Live Common Stock,Industrials
LLYVK,Liberty Media Corporation - Series C Liberty Live Common Stock,Industrials
LMAT,"LeMaitre Vascular, Inc. - Common Stock",Health Care
LMB,"Limbach Holdings, Inc. - Common Stock",Consumer Discretionary
LMBS,First Trust Low Duration Opportunities ETF,
LMDX,LumiraDx Limited - Common stock,Health Care
LMDXW,LumiraDx Limited - Warrant,Health Care
